high,low,date,close,open
115.75,114.622002,2017-04-26T00:00:00.000Z,114.970001,115.370003
115.82,114.800003,2017-04-25T00:00:00.000Z,115.480003,115.540001
115.160004,114.019997,2017-04-24T00:00:00.000Z,114.860001,114.040001
113.169998,112.300003,2017-04-21T00:00:00.000Z,113.110001,112.800003
113.599998,111.480003,2017-04-20T00:00:00.000Z,112.959999,111.529999
112.199997,110.57,2017-04-19T00:00:00.000Z,110.760002,111.989998
112.199997,110.866997,2017-04-18T00:00:00.000Z,111.230003,111.199997
111.870003,110.300003,2017-04-17T00:00:00.000Z,111.760002,110.910004
111.449997,109.82,2017-04-13T00:00:00.000Z,110.209999,110.720001
111.699997,110.309998,2017-04-12T00:00:00.000Z,110.629997,110.5
111.790001,109.459999,2017-04-11T00:00:00.000Z,110.440002,111.400002
111.879997,108.839996,2017-04-10T00:00:00.000Z,111.699997,109
109.07,106.760002,2017-04-07T00:00:00.000Z,108.989998,107.879997
108.419998,107.150002,2017-04-06T00:00:00.000Z,108.040001,107.589996
108.82,107.32,2017-04-05T00:00:00.000Z,107.440002,108.360001
108.260002,106.879997,2017-04-04T00:00:00.000Z,107.519997,107.870003
109.470001,107.519997,2017-04-03T00:00:00.000Z,108.089996,108.849998
109.119003,107.779999,2017-03-31T00:00:00.000Z,107.830002,108.5
110.449997,108.660004,2017-03-30T00:00:00.000Z,108.849998,109.728996
109.739998,107.690002,2017-03-29T00:00:00.000Z,109.510002,107.970001
108.949997,107.459999,2017-03-28T00:00:00.000Z,107.800003,108.230003
108.190002,106.510002,2017-03-27T00:00:00.000Z,108.080002,106.650002
109.129997,107.230003,2017-03-24T00:00:00.000Z,108.040001,108.400002
108.830002,106.440002,2017-03-23T00:00:00.000Z,108.25,106.949997
106.120003,103.980003,2017-03-22T00:00:00.000Z,106.089996,104.639999
108.699997,104.699997,2017-03-21T00:00:00.000Z,105.089996,108.459999
108.199997,105.940002,2017-03-20T00:00:00.000Z,107.25,106.230003
106.5,104.860001,2017-03-17T00:00:00.000Z,105.610001,105.169998
105.650002,104.301003,2017-03-16T00:00:00.000Z,105.629997,105.25
104.489998,102.599998,2017-03-15T00:00:00.000Z,103.690002,104.370003
106,103.821999,2017-03-14T00:00:00.000Z,104.25,104.610001
106.25,103.470001,2017-03-13T00:00:00.000Z,105.18,103.519997
103.699997,102.629997,2017-03-10T00:00:00.000Z,103.389999,103.43
103.75,102.760002,2017-03-09T00:00:00.000Z,103.239998,102.970001
104.290001,102.540001,2017-03-08T00:00:00.000Z,103.220001,102.629997
103.307999,102.110001,2017-03-07T00:00:00.000Z,102.629997,102.300003
103.25,102.099998,2017-03-06T00:00:00.000Z,102.309998,102.760002
103.419998,102.440002,2017-03-03T00:00:00.000Z,103.309998,102.989998
