high,low,date,close,open
876.049988,867.747986,2017-04-26T00:00:00.000Z,871.72998,874.22998
875,862.809998,2017-04-25T00:00:00.000Z,872.299988,865
863.450012,849.859985,2017-04-24T00:00:00.000Z,862.76001,851.200012
843.880005,840.599976,2017-04-21T00:00:00.000Z,843.190002,842.880005
845.200012,839.320007,2017-04-20T00:00:00.000Z,841.650024,841.440002
842.219971,836.289978,2017-04-19T00:00:00.000Z,838.210022,839.789978
838.929993,832.710022,2017-04-18T00:00:00.000Z,836.820007,834.219971
837.75,824.469971,2017-04-17T00:00:00.000Z,837.169983,825.01001
826.380005,821.440002,2017-04-13T00:00:00.000Z,823.559998,822.140015
826.659973,821.02002,2017-04-12T00:00:00.000Z,824.320007,821.929993
827.427002,817.02002,2017-04-11T00:00:00.000Z,823.349976,824.710022
829.349976,823.77002,2017-04-10T00:00:00.000Z,824.72998,825.390015
828.484985,820.513,2017-04-07T00:00:00.000Z,824.669983,827.960022
836.390015,826.460022,2017-04-06T00:00:00.000Z,827.880005,832.400024
842.450012,830.719971,2017-04-05T00:00:00.000Z,831.409973,835.51001
835.179993,829.036011,2017-04-04T00:00:00.000Z,834.570007,831.359985
840.849976,829.219971,2017-04-03T00:00:00.000Z,838.549988,829.219971
831.640015,827.390015,2017-03-31T00:00:00.000Z,829.559998,828.969971
833.679993,829,2017-03-30T00:00:00.000Z,831.5,833.5
832.765015,822.380005,2017-03-29T00:00:00.000Z,831.409973,825
825.98999,814.026978,2017-03-28T00:00:00.000Z,820.919983,820.409973
821.630005,803.369995,2017-03-27T00:00:00.000Z,819.51001,806.950012
821.929993,808.890015,2017-03-24T00:00:00.000Z,814.429993,820.080017
822.570007,812.257019,2017-03-23T00:00:00.000Z,817.580017,821
835.549988,827.179993,2017-03-22T00:00:00.000Z,829.590027,831.909973
853.5,829.02002,2017-03-21T00:00:00.000Z,830.460022,851.400024
850.219971,845.150024,2017-03-20T00:00:00.000Z,848.400024,850.01001
853.400024,847.109985,2017-03-17T00:00:00.000Z,852.119995,851.609985
