high,low,date,close,open
144.600006,143.380005,2017-04-26T00:00:00.000Z,143.679993,144.470001
144.899994,143.869995,2017-04-25T00:00:00.000Z,144.529999,143.910004
143.949997,143.179993,2017-04-24T00:00:00.000Z,143.639999,143.5
142.679993,141.850006,2017-04-21T00:00:00.000Z,142.270004,142.440002
142.919998,141.160004,2017-04-20T00:00:00.000Z,142.440002,141.220001
142,140.449997,2017-04-19T00:00:00.000Z,140.679993,141.880005
142.039993,141.110001,2017-04-18T00:00:00.000Z,141.199997,141.410004
141.880005,140.869995,2017-04-17T00:00:00.000Z,141.830002,141.479996
142.380005,141.050003,2017-04-13T00:00:00.000Z,141.050003,141.910004
142.149994,141.009995,2017-04-12T00:00:00.000Z,141.800003,141.600006
143.350006,140.059998,2017-04-11T00:00:00.000Z,141.630005,142.940002
143.880005,142.899994,2017-04-10T00:00:00.000Z,143.169998,143.600006
144.179993,143.270004,2017-04-07T00:00:00.000Z,143.339996,143.729996
144.520004,143.449997,2017-04-06T00:00:00.000Z,143.660004,144.289993
145.460007,143.809998,2017-04-05T00:00:00.000Z,144.020004,144.220001
144.889999,143.169998,2017-04-04T00:00:00.000Z,144.770004,143.25
144.119995,143.050003,2017-04-03T00:00:00.000Z,143.699997,143.710007
144.270004,143.009995,2017-03-31T00:00:00.000Z,143.660004,143.720001
144.5,143.5,2017-03-30T00:00:00.000Z,143.929993,144.190002
144.490005,143.190002,2017-03-29T00:00:00.000Z,144.119995,143.679993
144.039993,140.619995,2017-03-28T00:00:00.000Z,143.800003,140.910004
141.220001,138.619995,2017-03-27T00:00:00.000Z,140.880005,139.389999
141.740005,140.350006,2017-03-24T00:00:00.000Z,140.639999,141.5
141.580002,140.610001,2017-03-23T00:00:00.000Z,140.919998,141.259995
141.600006,139.759995,2017-03-22T00:00:00.000Z,141.419998,139.850006
142.800003,139.729996,2017-03-21T00:00:00.000Z,139.839996,142.110001
141.5,140.229996,2017-03-20T00:00:00.000Z,141.460007,140.399994
141,139.889999,2017-03-17T00:00:00.000Z,139.990005,141
141.020004,140.259995,2017-03-16T00:00:00.000Z,140.690002,140.720001
140.75,139.029999,2017-03-15T00:00:00.000Z,140.460007,139.410004
139.649994,138.839996,2017-03-14T00:00:00.000Z,138.990005,139.300003
139.429993,138.820007,2017-03-13T00:00:00.000Z,139.199997,138.850006
139.360001,138.639999,2017-03-10T00:00:00.000Z,139.139999,139.25
138.789993,137.050003,2017-03-09T00:00:00.000Z,138.679993,138.740005
139.800003,138.820007,2017-03-08T00:00:00.000Z,139,138.949997
139.979996,138.789993,2017-03-07T00:00:00.000Z,139.520004,139.059998
139.770004,138.600006,2017-03-06T00:00:00.000Z,139.339996,139.369995
139.830002,138.589996,2017-03-03T00:00:00.000Z,139.779999,138.779999
140.279999,138.759995,2017-03-02T00:00:00.000Z,138.960007,140
140.149994,137.600006,2017-03-01T00:00:00.000Z,139.789993,137.889999
137.440002,136.699997,2017-02-28T00:00:00.000Z,136.990005,137.080002
137.440002,136.279999,2017-02-27T00:00:00.000Z,136.929993,137.139999
136.660004,135.279999,2017-02-24T00:00:00.000Z,136.660004,135.910004
137.479996,136.300003,2017-02-23T00:00:00.000Z,136.529999,137.380005
137.119995,136.110001,2017-02-22T00:00:00.000Z,137.110001,136.429993
136.75,135.979996,2017-02-21T00:00:00.000Z,136.699997,136.229996
135.830002,135.100006,2017-02-17T00:00:00.000Z,135.720001,135.100006
135.899994,134.839996,2017-02-16T00:00:00.000Z,135.350006,135.669998
136.270004,134.619995,2017-02-15T00:00:00.000Z,135.509995,135.520004
